invoice_id,invoice_line_id,project,invoice_status,usage_fee
3691063,3728195,D,Paid,19.76
3743906,3783188,C,Paid,19.8
58639176,82417728,D,Paid,19.8
3796795,3838295,D,Paid,19.8
3813169,3855309,D,Paid,19.8
3896833,3942592,C,Paid,19.9
3907150,3953312,L,Paid,19.9
3606261,3639832,D,Paid,20
3876068,3920922,D,Paid,20
3724610,3763333,D,Paid,20
3871205,3915803,D,Paid,20
3848411,3892046,D,Paid,20
3876066,3920920,D,Paid,20
3665317,3701315,B,Paid,20
3890132,3935674,D,Paid,20
3891378,3936999,D,Paid,20
3872396,3917096,D,Paid,20
3796451,3837939,D,Paid,20
3725334,3764073,C,Paid,20
3741469,3780642,G,Paid,20.0790765
3621872,3656104,D,Paid,20.14
3587724,3620729,D,Paid,20.14
3806061,3848002,I,Paid,20.25429154
3644642,3679968,D,Paid,20.28
3650049,3685642,D,Paid,20.28
3696084,3733548,D,Paid,20.28
3853043,3896961,D,Paid,20.28
3838556,3881709,D,Paid,20.4
3712167,3750430,D,Paid,20.4
3770228,3810644,C,Paid,20.4
3875814,3920664,D,Paid,20.5
3600064,3633381,D,Paid,20.5
3828668,3871349,D,Paid,20.5
3610115,3643848,D,Paid,20.5
3894608,3940341,D,Paid,20.5
3894693,3940426,D,Paid,20.5
3781275,3822116,D,Paid,20.5
3815328,3857545,D,Paid,20.5
3786740,3827776,D,Paid,20.5
3600946,3634301,D,Paid,20.5
3817585,3859900,D,Paid,20.5
3713874,3752193,D,Paid,20.5
3742298,3781508,F,Paid,20.5
58599318,82395158,D,Paid,20.5
3689343,3726394,D,Paid,20.5
3708036,3746083,D,Paid,20.5
3664958,3700949,D,Paid,20.5
3636813,3671732,D,Paid,20.52
3781364,3822208,D,Paid,20.52
3817737,3860061,E,Paid,20.58
3770057,3810470,D,Paid,20.67
3749351,3788815,D,Paid,20.71
3899626,3945441,E,Paid,20.9
3903012,3948970,E,Paid,20.9
3890988,3936582,D,Paid,20.9
3906058,3952160,E,Paid,20.9
58664571,82476700,D,Paid,20.91
3789941,3831085,D,Paid,21
3588168,3621193,D,Paid,21
3879476,3924529,D,Paid,21
3817953,3860293,D,Paid,21
3880273,3925370,D,Paid,21
3636819,3671739,D,Paid,21
3906643,3952774,F,Paid,21
58342340,82085484,D,Paid,21
3601657,3635047,D,Paid,21
3632941,3667740,D,Paid,21
3813302,3855443,D,Paid,21
3630112,3664730,D,Paid,21
3604024,3637513,D,Paid,21
3825949,3868529,D,Paid,21
58535438,82314809,D,Paid,21
3665290,3701288,F,Paid,21
3697101,3734613,D,Paid,21
3858524,3902682,D,Paid,21.06
3613528,3647442,D,Paid,21.06
3790446,3831611,E,Paid,21.07
3738221,3777256,E,Paid,21.07
3897454,3943221,E,Paid,21.07
3739815,3778905,E,Paid,21.17
3626931,3661402,E,Paid,21.4
3635748,3670617,D,Paid,21.45
3856628,3900691,D,Paid,21.45
3900647,3946500,D,Paid,21.5
3737686,3776712,D,Paid,21.5
3808771,3850786,D,Paid,21.5
3738919,3777982,D,Paid,21.5
3828833,3871519,D,Paid,21.5
3589433,3622492,D,Paid,21.5
3907532,3953708,D,Paid,21.5
3691349,3728507,B,Paid,21.5
3727739,3766550,D,Paid,21.5
3810126,3852162,D,Paid,21.5
3886679,3932070,D,Paid,21.5
3707155,3745143,D,Paid,21.5
3797246,3838758,D,Paid,21.5
3775538,3816208,D,Paid,21.5
3899192,3944995,D,Paid,21.6
3770187,3810601,E,Paid,21.6
3803999,3845774,D,Paid,21.6
3879110,3924147,D,Paid,21.6
3829062,3871753,E,Paid,21.75
3800022,3841651,D,Paid,21.84
3814069,3856245,D,Paid,21.85
3600040,3633357,D,Paid,22
3663542,3699516,D,Paid,22
3761923,3801954,D,Paid,22
3828612,3871291,D,Paid,22
3815956,3858192,D,Paid,22
3600066,3633383,D,Paid,22
3600122,3633441,D,Paid,22
3590519,3623609,D,Paid,22
3877301,3922233,B,Paid,22
3726948,3765729,D,Paid,22
3825966,3868547,D,Paid,22
3601617,3635003,D,Paid,22
3902675,3948618,D,Paid,22
58029732,81705422,D,Paid,22.04
3766910,3807167,D,Paid,22.04
3784542,3825512,E,Paid,22.05
58349716,82099023,D,Paid,22.08
58478010,82247696,D,Paid,22.08
3737330,3776355,D,Paid,22.2
3642107,3677322,D,Paid,22.2
3737324,3776349,D,Paid,22.2
3885485,3930825,D,Paid,22.2
3647623,3683066,D,Paid,22.23
3635699,3670565,D,Paid,22.23
57857243,81489652,D,Paid,22.23
3659691,3695566,D,Paid,22.42
3665562,3701567,D,Paid,22.5
3723596,3762308,D,Paid,22.5
3826749,3869358,D,Paid,22.5
3868424,3912901,D,Paid,22.5
3896336,3942084,D,Paid,22.5
3831451,3874262,E,Paid,22.54
3627211,3661693,D,Paid,22.61
3652893,3688547,D,Paid,22.8
3735892,3774904,C,Paid,22.8
3812636,3854756,D,Paid,22.8
3601326,3634701,E,Paid,22.8
3896441,3942192,D,Paid,23
3825100,3867662,D,Paid,23
3857378,3901477,D,Paid,23
3703032,3740832,D,Paid,23
3801597,3843280,D,Paid,23
3669326,3705451,E,Paid,23
3780093,3820889,D,Paid,23
3717870,3756371,D,Paid,23
3833294,3876220,B,Paid,23
3708086,3746137,D,Paid,23
3903789,3949787,D,Paid,23
3813009,3855141,D,Paid,23
3584254,3617175,D,Paid,23
3706630,3744595,D,Paid,23.01
3591458,3624590,E,Paid,23.03
3828911,3871600,C,Paid,23.1
3838958,3882136,D,Paid,23.4
3890388,3935945,D,Paid,23.4
3613770,3647696,C,Paid,23.4
3686208,3723140,D,Paid,23.5
3817785,3860111,D,Paid,23.5
3887342,3932754,D,Paid,23.5
3799809,3841430,D,Paid,23.5
3600139,3633460,D,Paid,23.5
3668096,3704166,D,Paid,23.5
3826010,3868593,D,Paid,23.5
3800300,3841939,D,Paid,23.5
3782904,3823819,D,Paid,23.5
3783823,3824764,D,Paid,23.5
3650031,3685622,D,Paid,23.5
3664313,3700297,D,Paid,23.5
3652785,3688438,D,Paid,23.5
3589804,3622870,D,Paid,23.5
58533548,82311157,D,Paid,23.5
58606151,82408363,D,Paid,23.5
3901982,3947899,E,Paid,23.52
3706649,3744614,E,Paid,23.6
58379632,82127399,D,Paid,23.6
3866703,3911117,D,Paid,23.79
3718788,3757364,D,Paid,23.79
3586912,3619895,D,Paid,24
3817417,3859721,D,Paid,24
3827066,3869689,D,Paid,24
3725088,3763821,D,Paid,24
57780831,81400032,D,Paid,24
3906588,3952718,D,Paid,24
3689990,3727067,D,Paid,24
3679502,3716064,D,Paid,24
3900038,3945867,D,Paid,24
3896254,3942001,D,Paid,24
3722991,3761684,D,Paid,24
3785728,3826736,D,Paid,24
3768207,3808524,D,Paid,24
3723334,3762041,D,Paid,24
3677617,3714107,D,Paid,24
3865902,3910285,D,Paid,24
3900012,3945839,D,Paid,24
3875613,3920455,D,Paid,24
7552966,9780475,C,Paid,24
3699321,3736933,E,Paid,24.01
3837267,3880368,D,Paid,24.18
3888191,3933646,D,Paid,24.4
3598718,3632001,D,Paid,24.5
3809830,3851862,D,Paid,24.5
3900214,3946049,D,Paid,24.5
3613025,3646916,D,Paid,24.5
3779273,3820037,D,Paid,24.5
3825740,3868316,B,Paid,24.5
3712258,3750524,D,Paid,24.5
3777818,3818550,D,Paid,24.5
3896674,3942430,D,Paid,24.5
3669609,3705749,G,Paid,24.5576292
3601679,3635072,D,Paid,24.57
3744412,3783709,C,Paid,24.6
3885422,3930760,D,Paid,24.6
3831607,3874440,D,Paid,24.89
3877682,3922643,K,Paid,24.9
3863679,3907971,C,Paid,24.9
3863495,3907787,K,Paid,24.9
3881517,3926694,I,Paid,24.9435504
58596800,82390556,D,Paid,25
3667286,3703326,D,Paid,25
3669522,3705655,D,Paid,25
58180752,81885572,D,Paid,25
3761176,3801166,C,Paid,25.2
3904739,3950790,D,Paid,25.2
3886507,3931895,D,Paid,25.2
57884636,81522155,D,Paid,25.27
57778472,81395880,D,Paid,25.27
3879067,3924103,D,Paid,25.27
3780661,3821472,D,Paid,25.46
3671164,3707380,D,Paid,25.5
3789704,3830833,D,Paid,25.5
3812449,3854565,D,Paid,25.5
3794447,3835865,D,Paid,25.5
3680059,3716650,L,Paid,25.5
57831649,81460376,D,Paid,25.5
3817947,3860287,D,Paid,25.5
3879437,3924490,D,Paid,25.5
58052167,81727122,D,Paid,25.59
3856448,3900501,D,Paid,25.74
3646919,3682330,D,Paid,25.8
3605084,3638612,B,Paid,25.8
3607025,3640640,B,Paid,25.8
3865353,3909710,D,Paid,25.8
3901093,3946969,B,Paid,25.8
3739695,3778783,B,Paid,25.8
3747232,3786633,B,Paid,25.8
3880839,3925971,F,Paid,25.9
3907128,3953290,F,Paid,25.9
3880998,3926138,F,Paid,25.9
3826400,3868999,E,Paid,25.97
58334524,82072071,D,Paid,26
3812363,3854476,D,Paid,26
3903004,3948961,D,Paid,26
3786933,3827977,D,Paid,26
3597871,3631145,D,Paid,26
3598584,3631866,D,Paid,26
3665026,3701021,D,Paid,26
3797225,3838736,D,Paid,26
3598789,3632074,D,Paid,26
57896371,81545350,D,Paid,26
3740172,3779273,D,Paid,26
3754989,3794713,B,Paid,26
3795822,3837288,D,Paid,26.13
3742042,3781243,E,Paid,26.13
3798766,3840342,D,Paid,26.22
58053998,81730468,D,Paid,26.22
3611584,3645398,G,Paid,26.3555019
3726439,3765217,D,Paid,26.4
3646343,3681730,D,Paid,26.41
57954258,81616590,D,Paid,26.41
3777882,3818617,D,Paid,26.5
3824114,3866661,B,Paid,26.5
3613633,3647549,D,Paid,26.6
3726240,3765015,D,Paid,26.79
3709076,3747206,D,Paid,27
3901556,3947451,D,Paid,27
3782476,3823368,D,Paid,27
3734794,3773791,D,Paid,27
3900265,3946105,D,Paid,27
3636898,3671819,D,Paid,27
3889135,3934636,D,Paid,27
3690945,3728073,H,Paid,27
3809471,3851497,D,Paid,27
3900050,3945879,D,Paid,27
3606079,3639638,D,Paid,27
3796437,3837925,D,Paid,27
3817782,3860108,D,Paid,27
3639774,3674835,D,Paid,27
3779751,3820533,D,Paid,27
3723314,3762012,D,Paid,27
58475271,82242654,D,Paid,27.15
3863851,3908150,D,Paid,27.17
3875584,3920425,D,Paid,27.3
3887160,3932566,D,Paid,27.5
3788796,3829884,D,Paid,27.5
58411104,82159974,D,Paid,27.5
3791672,3832957,D,Paid,27.5
3667364,3703406,D,Paid,27.5
3600685,3634034,D,Paid,27.5
3725896,3764655,D,Paid,27.5
3781652,3822513,D,Paid,27.5
3887404,3932821,D,Paid,27.5
3708023,3746068,D,Paid,27.5
58626200,82425700,D,Paid,27.5
3806250,3848205,D,Paid,27.74
3603203,3636657,D,Paid,27.74
3787533,3828589,D,Paid,27.74
58605534,82406754,D,Paid,27.93
3899469,3945279,D,Paid,28
3886251,3931628,D,Paid,28
3907933,3954134,D,Paid,28
3654816,3690511,E,Paid,28
58028714,81703137,D,Paid,28
3886785,3932176,D,Paid,28
3630131,3664749,D,Paid,28
3850116,3893836,D,Paid,28
3610532,3644289,D,Paid,28.08
3830561,3873328,D,Paid,28.12
57892754,81537575,D,Paid,28.12
3739863,3778955,C,Paid,28.2
58299226,82028510,D,Paid,28.2
3885469,3930807,D,Paid,28.2
3843827,3887281,D,Paid,28.2
3699492,3737114,E,Paid,28.42
3627924,3662440,D,Paid,28.47
3621770,3655998,D,Paid,28.5
3802634,3844343,D,Paid,28.5
3740901,3780048,D,Paid,28.5
3857278,3901373,D,Paid,28.5
3698138,3735700,D,Paid,28.5
3707211,3745202,D,Paid,28.5
3825146,3867708,D,Paid,28.5
3692582,3729856,D,Paid,28.69
3877038,3921951,D,Paid,28.8
1271034,1601931,H,Paid,28.8
7547464,9774144,C,Paid,28.8
3584142,3617062,D,Paid,28.8
3727286,3766076,H,Paid,29
3597914,3631189,D,Paid,29
3736683,3775702,B,Paid,29
3828604,3871281,D,Paid,29
3626753,3661215,D,Paid,29
3899671,3945486,D,Paid,29
3648692,3684190,H,Paid,29.07
3905307,3951378,D,Paid,29.4
3653953,3689628,D,Paid,29.4
3592030,3625186,C,Paid,29.4
3800847,3842506,D,Paid,29.45
3875874,3920725,F,Paid,29.5
3795500,3836953,D,Paid,29.5
3813216,3855356,H,Paid,29.5
3795643,3837101,D,Paid,29.5
3640759,3675904,G,Paid,29.71045375
3859833,3904099,C,Paid,29.9
3691929,3729140,D,Paid,30
3853560,3897503,D,Paid,30
3828707,3871388,F,Paid,30
57996409,81661662,D,Paid,30
58491431,82270092,D,Paid,30
57803979,81425208,D,Paid,30.27
3887494,3932916,E,Paid,30.38
3816168,3858414,E,Paid,30.38
3820013,3862487,D,Paid,30.4
3907953,3954155,H,Paid,30.4
3792176,3833499,D,Paid,30.4
3872575,3917296,D,Paid,30.5
3778748,3819500,D,Paid,30.5
3813253,3855393,D,Paid,30.5
58227150,81948119,D,Paid,30.5
3698551,3736127,D,Paid,30.5
3734766,3773763,D,Paid,30.5
3605347,3638878,D,Paid,30.5
3849603,3893295,D,Paid,30.5
3804690,3846520,D,Paid,30.78
3800368,3842009,D,Paid,30.81
3847701,3891309,D,Paid,31.16
3590954,3624062,C,Paid,31.2
57994129,81657702,D,Paid,31.2
3818703,3861078,D,Paid,31.5
3904333,3950365,D,Paid,31.5
58175730,81877158,D,Paid,31.5
3707413,3745420,D,Paid,31.5
3621635,3655858,D,Paid,31.5
3742995,3782244,D,Paid,31.5
3780930,3821754,D,Paid,31.5
3654342,3690032,E,Paid,31.85
3800342,3841983,D,Paid,31.98
3636083,3670972,D,Paid,32
3759620,3799542,D,Paid,32
3899444,3945254,D,Paid,32
3900276,3946117,D,Paid,32
3780788,3821602,D,Paid,32
3656575,3692345,D,Paid,32.11
3891801,3937445,D,Paid,32.4
3731107,3770004,C,Paid,32.4
3646691,3682091,D,Paid,32.4
3787806,3828871,D,Paid,32.5
3808232,3850239,D,Paid,32.5
3737950,3776983,D,Paid,32.5
3639037,3674058,D,Paid,32.5
3588443,3621475,D,Paid,32.5
3705267,3743168,D,Paid,32.5
3717642,3756118,D,Paid,32.5
3713396,3751706,D,Paid,32.5
3743068,3782319,D,Paid,32.5
3741131,3780287,D,Paid,32.5
3871038,3915630,D,Paid,32.8
3753063,3792701,D,Paid,32.87
3903038,3948996,E,Paid,32.9
3891595,3937226,J,Paid,32.9
3902999,3948956,E,Paid,32.9
3884469,3929784,D,Paid,32.9
3891870,3937523,D,Paid,32.9
3884002,3929307,E,Paid,32.9
3867061,3911483,D,Paid,32.9
3725538,3764290,D,Paid,33
3845676,3889201,D,Paid,33
3595589,3628837,C,Paid,33
3838279,3881416,D,Paid,33
58030711,81707454,D,Paid,33.39
3824647,3867201,D,Paid,33.5
3900304,3946146,D,Paid,33.5
3813597,3855754,D,Paid,33.5
3667122,3703161,D,Paid,33.5
3787848,3828914,D,Paid,33.5
3897196,3942960,D,Paid,33.6
3906199,3952309,E,Paid,33.81
3648533,3684024,B,Paid,34
3812815,3854940,D,Paid,34
3786166,3827191,D,Paid,34
3739031,3778099,D,Paid,34
3906075,3952177,D,Paid,34.2
3598166,3631443,D,Paid,34.5
3843788,3887242,D,Paid,34.5
3668542,3704624,D,Paid,34.5
3903156,3949125,B,Paid,34.9
3588139,3621163,D,Paid,35
3837439,3880550,D,Paid,35
3588290,3621320,D,Paid,35
3827608,3870246,D,Paid,35
3817628,3859946,D,Paid,35
3907528,3953704,D,Paid,35.1
58305861,82040832,D,Paid,35.34
58160470,81869382,D,Paid,35.4
3684121,3720952,B,Paid,35.4
3826774,3869384,D,Paid,35.5
3858634,3902799,D,Paid,35.5
58120388,81813732,D,Paid,35.5
3650650,3686276,D,Paid,35.53
3888369,3933829,H,Paid,35.9
3738523,3777578,G,Paid,35.930979
3817842,3860170,D,Paid,36
58655234,82460075,D,Paid,36
3715679,3754067,D,Paid,36
3664798,3700788,D,Paid,36
3905900,3951996,J,Paid,36
3761306,3801304,D,Paid,36.5
3666602,3702627,D,Paid,36.5
3711489,3749729,D,Paid,36.5
7567020,9796182,C,Paid,36.6
3828031,3870682,E,Paid,36.75
3815074,3857282,E,Paid,36.75
3762568,3802647,I,Paid,36.9083328
3790855,3832058,D,Paid,37
3655361,3691081,D,Paid,37
3680774,3717396,D,Paid,37
3604529,3638040,D,Paid,37.05
3674333,3710653,C,Paid,37.2
3898651,3944439,D,Paid,37.2
3717208,3755664,D,Paid,37.44
3904073,3950088,D,Paid,37.5
3881081,3926227,D,Paid,37.5
3730776,3769658,D,Paid,37.62
3886803,3932196,D,Paid,37.8
3873798,3918588,D,Paid,37.8
58664886,82477322,D,Paid,37.8
3790842,3832044,J,Paid,37.8
3873179,3917952,D,Paid,37.81
3891105,3936712,D,Paid,38
3669370,3705497,D,Paid,38
3753280,3792931,D,Paid,38
3672373,3708630,D,Paid,38.19
3751870,3791454,D,Paid,38.57
3647346,3682773,D,Paid,38.57
3814492,3856683,D,Paid,38.61
3607549,3641195,B,Paid,38.7
3601310,3634684,D,Paid,39
57800439,81418787,D,Paid,39
3668227,3704299,E,Paid,39.2
3646255,3681639,D,Paid,39.5
3808768,3850783,D,Paid,39.5
3900517,3946363,D,Paid,39.6
3888519,3933986,D,Paid,39.6
3888134,3933587,D,Paid,39.6
3668433,3704512,D,Paid,39.6
3850583,3894363,C,Paid,39.6
3830962,3873750,E,Paid,39.73
3782168,3823045,D,Paid,39.78
3877661,3922622,D,Paid,39.9
3796700,3838195,D,Paid,40
3745174,3784494,B,Paid,40
3737787,3776815,B,Paid,40
58386634,82139407,D,Paid,40.02
3932188,5484007,I,Paid,40.215098669999996
3872500,3917213,I,Paid,40.2751917
3886682,3932073,D,Paid,40.5
3787833,3828899,D,Paid,40.5
3680779,3717401,D,Paid,40.5
3646742,3682146,D,Paid,40.66
3856571,3900633,G,Paid,40.7170368
3585636,3618577,C,Paid,40.8
3757498,3797335,D,Paid,40.8
3866602,3911013,D,Paid,40.85
57807310,81431151,D,Paid,40.85
3812226,3854335,E,Paid,40.89
3674974,3711337,D,Paid,41
3615255,3649254,D,Paid,41.42
3714842,3753196,D,Paid,41.42
3790429,3831593,E,Paid,41.47
3701956,3739697,D,Paid,41.5
3722835,3761525,C,Paid,42
3769772,3810171,D,Paid,42
3844900,3888400,D,Paid,42
3588424,3621456,D,Paid,42
3830977,3873765,E,Paid,42.14
3801077,3842745,D,Paid,42.5
3754402,3794106,D,Paid,43
3743887,3783167,D,Paid,43
3668610,3704693,D,Paid,43
3656192,3691946,D,Paid,43.2
3674184,3710500,D,Paid,43.2
3723501,3762209,D,Paid,43.8
3867038,3911459,D,Paid,43.9
3674743,3711092,C,Paid,44.4
3673615,3709910,D,Paid,44.4
3637742,3672713,D,Paid,44.84
3598761,3632044,B,Paid,45
3886611,5428693,I,Paid,45.01378235
3887395,5430118,I,Paid,45.01378235
58276185,82003797,D,Paid,45.09
3840286,3883526,D,Paid,45.5
3670835,3707033,D,Paid,45.5
3907703,3953886,D,Paid,45.5
3878619,3923627,D,Paid,45.6
3605806,3639352,J,Paid,45.9
3640803,3675953,D,Paid,45.98
3673567,3709862,D,Paid,46.5
58605563,82406806,D,Paid,46.5
3816514,3858771,D,Paid,46.5
3779637,3820415,D,Paid,46.5
3692542,3729812,D,Paid,46.74
3877379,3922323,D,Paid,46.8
3613414,3647324,D,Paid,47
3854443,3898412,D,Paid,47.4
3631923,3666678,I,Paid,47.43683776
3762943,3803051,D,Paid,47.5
3781194,3822031,D,Paid,47.5
3871361,3915970,D,Paid,48
3900087,3945918,D,Paid,48
3855198,3899192,D,Paid,48.36
3797607,3839134,D,Paid,48.5
3847084,3890668,D,Paid,48.6
3858400,3902547,D,Paid,48.6
3708920,3747033,D,Paid,49
3867875,3912325,D,Paid,49
3649650,3685211,D,Paid,49.21
3828988,3871679,D,Paid,50
3739139,3778208,D,Paid,50
3604306,3637809,D,Paid,50
3827036,3869655,D,Paid,50
3705271,3743175,D,Paid,50.5
3782850,3823761,E,Paid,50.96
3740970,3780119,D,Paid,51
3797741,3839274,D,Paid,51
3828771,3871457,D,Paid,51
3587590,3620588,D,Paid,51
3889196,3934704,D,Paid,51.09
3899897,3945719,E,Paid,51.45
3750383,3789893,D,Paid,51.68
3623932,3658289,E,Paid,51.8
3771604,3812137,D,Paid,51.87
3833488,3876424,E,Paid,51.91
3900906,3946772,D,Paid,52.2
3658810,3694650,D,Paid,52.2
3605155,3638684,D,Paid,52.5
3689756,3726818,D,Paid,52.5
3667080,3703118,D,Paid,53
3730997,3769887,E,Paid,53.36
3792454,3833799,C,Paid,53.4
3682274,3718958,D,Paid,53.4
3627871,3662381,D,Paid,53.43
3591400,3624530,D,Paid,53.5
3777488,3818211,D,Paid,54.5
3832159,3875024,D,Paid,54.5
3877143,3922066,D,Paid,54.6
58311876,82053093,D,Paid,54.72
3908599,3954833,D,Paid,55.48
3773471,3814076,D,Paid,55.5
3716155,3754567,K,Paid,55.6
58462369,82228901,D,Paid,55.67
3904364,3950397,E,Paid,56.35
3886423,3931807,E,Paid,56.84
3816860,3859137,E,Paid,56.84
3784483,3825447,D,Paid,57.38
3788727,3829813,E,Paid,57.42
3897362,3943127,D,Paid,57.5
3724175,3762889,D,Paid,57.6
3831591,3874424,D,Paid,58
10044135,13765869,B,Paid,58.05
10099601,13834305,B,Paid,58.05
3827124,3869750,G,Paid,58.4044896
3679957,3716542,D,Paid,58.5
3905663,3951751,D,Paid,59.4
3863943,3908252,D,Paid,59.66
3726987,3765769,D,Paid,60
3674712,3711056,D,Paid,60
58391083,82148683,D,Paid,60.42
3667232,3703272,D,Paid,60.5
3907950,3954152,E,Paid,61.19
3732488,3771458,D,Paid,62.32
3678406,3714927,D,Paid,62.5
3829268,3871964,D,Paid,63
3811427,3853505,D,Paid,63
3673769,3710068,D,Paid,64
3599787,3633099,D,Paid,64
3877740,3922702,D,Paid,64.35
3673802,3710104,D,Paid,64.5
3709949,3748145,D,Paid,64.6
3901061,3946935,D,Paid,64.6
3820107,3862591,D,Paid,64.79
3875801,3920650,D,Paid,64.8
58633879,82440129,D,Paid,65.5
3833311,3876239,D,Paid,65.93
3805635,3847553,D,Paid,66.12
16624680,23478256,E,Paid,66.15
3614216,3648153,D,Paid,66.5
3900514,3946360,D,Paid,67.2
7523925,9746543,C,Paid,67.2
3863512,3907804,G,Paid,67.2255243
3894712,3940445,G,Paid,67.73045775
3896869,3942628,G,Paid,67.73045775
3863765,3908061,E,Paid,70.07
58096469,81791042,D,Paid,70.3
3905753,3951843,D,Paid,70.8
3669705,3705847,D,Paid,70.8
3902338,3948267,D,Paid,71
3699838,3737481,D,Paid,71.5
58424082,82181833,D,Paid,74.34
3592301,3625473,D,Paid,74.4
3899450,3945260,D,Paid,75
3594495,3627731,F,Paid,75
3847996,3891615,D,Paid,75.27
3725523,3764274,D,Paid,77.4
3882669,3927953,D,Paid,77.71
3839475,3882679,D,Paid,78.5
58219806,81937456,D,Paid,78.66
3771596,3812126,E,Paid,79.95
58606788,82409785,D,Paid,80
58665699,82479081,D,Paid,80
58002443,81673296,D,Paid,80
57975967,81638811,D,Paid,80
57943086,81594694,D,Paid,80
58001008,81670241,D,Paid,80
58221143,81940234,D,Paid,80
58431669,82196149,D,Paid,80
57951831,81611274,D,Paid,80
1258961,1588078,H,Paid,80
3882516,3927790,D,Paid,80.94
3857766,3901895,D,Paid,81.51
3865856,3910234,D,Paid,82.2
3771822,3812368,I,Paid,82.69990722
3842102,3885493,C,Paid,83.2
3743446,3782712,D,Paid,85
3605415,3638951,C,Paid,86.7
3731901,3770828,D,Paid,88
3641299,3676492,D,Paid,88.16
3818502,3860865,D,Paid,89.5
3838617,3881773,D,Paid,90
3714616,3752955,D,Paid,93
3783023,3823940,D,Paid,93.99
3807532,3849526,D,Paid,94.24
3732568,3771546,D,Paid,94.6
3693301,3730606,I,Paid,94.7599273
16569428,23416967,E,Paid,95
3866751,3911167,D,Paid,95.4
3675601,3712002,E,Paid,96.53
3621748,3655973,D,Paid,97.5
3838879,3882051,D,Paid,98.5
3783518,3824451,D,Paid,99
3641338,3676532,D,Paid,99.56
3908391,3954612,D,Paid,100.5
3716186,3754598,J,Paid,100.8
3819643,3862084,D,Paid,101.5
3864085,3908401,D,Paid,110.76
3872226,3916918,F,Paid,114
3819887,3862348,D,Paid,114
3641209,3676400,D,Paid,115.33
3832037,3874899,C,Paid,116.8
3684272,3721109,D,Paid,117.42
3894463,3940193,D,Paid,123.12
3816164,3858408,D,Paid,125
3904942,3951002,D,Paid,137
3839681,3882897,D,Paid,140
16593532,23443268,E,Paid,142.5
3720516,3759176,D,Paid,144.21
3717815,3756308,D,Paid,145.86
3623038,3657338,D,Paid,146
3650646,3686271,D,Paid,153.33
3877504,3922452,D,Paid,169.9
3606336,3639908,D,Paid,170
3772188,3812767,D,Paid,171.76
3755030,3794759,D,Paid,172
3673234,3709516,D,Paid,174
3885578,3930921,D,Paid,207.48
3592794,3625980,D,Paid,214.2
3907356,3953524,D,Paid,225.5
3831324,3874125,D,Paid,257.64
3732565,3771540,C,Paid,268.2
3731214,3770117,C,Paid,270.6
3652227,3687874,D,Paid,294.5
3758340,3798205,D,Paid,298.49
3706080,3744017,B,Paid,313
3647939,3683393,D,Paid,321.29
3819356,3861784,D,Paid,342.5
3874413,3919216,D,Paid,484.5
3859114,3903305,D,Paid,1100.1
30117623,39835988,A,Paid_no_cc,0.048914137999999996
30117673,39837060,A,Paid_no_cc,0.048914137999999996
30025832,39707820,A,Paid_no_cc,0.049234406
30293055,40035199,A,Paid_no_cc,0.049321155
29959419,39648821,A,Paid_no_cc,0.095912648
29959399,39649340,A,Paid_no_cc,0.095912648
30161382,39881024,A,Paid_no_cc,0.09818744
30227300,39956377,A,Paid_no_cc,0.098819786
30248761,39976922,A,Paid_no_cc,0.147840459
30277612,40015650,A,Paid_no_cc,0.147977349
30010315,39716137,A,Paid_no_cc,0.1882065
30010315,39716279,A,Paid_no_cc,0.1882065
30024000,39712622,A,Paid_no_cc,0.1893631
30316995,40048629,A,Paid_no_cc,0.19333287999999998
30293055,40034063,A,Paid_no_cc,0.19728462
29893877,39560156,A,Paid_no_cc,0.19940437
29896366,39577378,A,Paid_no_cc,0.19940437
29894766,39570895,A,Paid_no_cc,0.19940437
29893882,39579296,A,Paid_no_cc,0.19940437
29895220,39567343,A,Paid_no_cc,0.19940437
29896321,39574341,A,Paid_no_cc,0.19940437
29897003,39562434,A,Paid_no_cc,0.19940437
29893880,39560082,A,Paid_no_cc,0.19940437
29894083,39570555,A,Paid_no_cc,0.19940437
29895217,39568073,A,Paid_no_cc,0.19940437
29896004,39563569,A,Paid_no_cc,0.19940437
30404629,40159716,A,Paid_no_cc,0.201900325
30396109,40146462,A,Paid_no_cc,0.201900325
30401285,40156168,A,Paid_no_cc,0.201900325
30399583,40154475,A,Paid_no_cc,0.201900325
30397453,40148853,A,Paid_no_cc,0.201900325
30405922,40135021,A,Paid_no_cc,0.201900325
30398416,40143877,A,Paid_no_cc,0.201900325
30403749,40155026,A,Paid_no_cc,0.201900325
30486019,40240727,A,Paid_no_cc,0.20242865499999999
30482758,40240922,A,Paid_no_cc,0.20242865499999999
30481234,40245242,A,Paid_no_cc,0.20242865499999999
30483168,40246880,A,Paid_no_cc,0.20242865499999999
30430118,40171549,A,Paid_no_cc,0.20242865499999999
30486001,40239723,A,Paid_no_cc,0.20242865499999999
30485690,40245715,A,Paid_no_cc,0.20242865499999999
29949102,39644945,A,Paid_no_cc,0.20289214
29952803,39649819,A,Paid_no_cc,0.20289214
29954750,39650432,A,Paid_no_cc,0.20289214
29949039,39649962,A,Paid_no_cc,0.20289214
29950844,39640493,A,Paid_no_cc,0.20289214
29956007,39646224,A,Paid_no_cc,0.20289214
29957976,39648740,A,Paid_no_cc,0.20289214
