invoice_id,invoice_line_id,project,invoice_status,usage_fee
3622412,3656673,H,Paid,2
58638021,82435534,D,Paid,2
3687264,3724230,D,Paid,2
3750660,3790182,D,Paid,2
3770561,3811006,D,Paid,2
3681335,3717970,D,Paid,2
3671428,3707651,H,Paid,2
3870212,3914760,D,Paid,2
3634520,3669362,D,Paid,2
58466286,82218459,D,Paid,2
58395076,82120533,D,Paid,2
3599823,3633136,D,Paid,2
3770089,3810503,D,Paid,2
3878820,3923842,D,Paid,2
3600389,3633722,D,Paid,2
3838295,3881433,D,Paid,2
3781480,3822334,D,Paid,2
3869272,3913784,D,Paid,2
3668380,3704453,D,Paid,2
3828726,3871407,D,Paid,2
3749004,3788463,D,Paid,2
3673433,3709724,D,Paid,2
16574064,23420118,E,Paid,2
3837296,3880401,D,Paid,2
3906439,3952561,F,Paid,2
3908302,3954519,D,Paid,2
3848130,3891756,D,Paid,2
3771199,3811701,D,Paid,2
58193732,81894258,D,Paid,2
3884784,3930104,D,Paid,2
3726907,3765688,D,Paid,2
3878601,3923609,D,Paid,2
3839455,3882658,D,Paid,2
3898689,3944479,B,Paid,2
3824648,3867202,C,Paid,2
3764414,3804577,D,Paid,2
3887172,3932579,D,Paid,2
3689928,3727001,D,Paid,2
3616175,3650199,D,Paid,2
58370731,82080468,D,Paid,2
3590212,3623292,D,Paid,2
3858339,3902484,D,Paid,2
3817230,3859526,D,Paid,2
3843208,3886632,D,Paid,2
3905871,3951966,D,Paid,2
3890284,3935833,D,Paid,2
3840393,3883637,D,Paid,2
3832443,3875315,D,Paid,2
58005876,81654838,D,Paid,2
3601784,3635186,D,Paid,2
3903053,3949012,D,Paid,2
3887160,5682818,G,Paid,2.008955907
3887160,5683461,G,Paid,2.008955907
3619154,3653289,G,Paid,2.0796645
3840005,3883236,D,Paid,2.09
58257144,81973545,D,Paid,2.09
3781578,3822435,D,Paid,2.09
58194535,81903805,D,Paid,2.09
3798114,3839663,D,Paid,2.09
3630217,3664841,D,Paid,2.09
3682166,3718846,D,Paid,2.09
3778588,3819340,D,Paid,2.09
3639932,3675001,D,Paid,2.09
58355556,82080273,D,Paid,2.09
3877964,3922941,D,Paid,2.09
3802665,3844376,D,Paid,2.09
3585028,3617956,D,Paid,2.09
3784093,3825042,D,Paid,2.09
3762464,3802537,D,Paid,2.09
58550355,82328031,D,Paid,2.09
3714125,3752453,D,Paid,2.09
57900479,81537320,D,Paid,2.09
58395607,82144894,D,Paid,2.09
58068803,81717749,D,Paid,2.09
58394630,82120118,D,Paid,2.09
3854969,3898955,D,Paid,2.09
58316189,82032129,D,Paid,2.09
3586359,3619323,D,Paid,2.09
3812827,3854952,D,Paid,2.09
3690784,3727902,D,Paid,2.09
58670401,82455913,D,Paid,2.09
58317184,82049684,D,Paid,2.09
3788693,3829778,D,Paid,2.09
3713562,3751874,D,Paid,2.09
3798582,3840149,D,Paid,2.09
3784164,3825117,D,Paid,2.09
3695315,3732732,D,Paid,2.09
3859581,3903816,D,Paid,2.09
58396224,82140140,D,Paid,2.09
58316189,82028449,D,Paid,2.09
58549670,82313644,D,Paid,2.09
58315066,82025229,D,Paid,2.09
3714105,3752433,D,Paid,2.09
3837880,3881004,D,Paid,2.09
3756074,3795845,D,Paid,2.09
3817511,3859819,C,Paid,2.1
3841049,3884348,C,Paid,2.1
3790470,3831636,C,Paid,2.1
1293912,1628214,H,Paid,2.1
7578873,9807688,C,Paid,2.1
1293912,1627281,H,Paid,2.1
3871934,3916593,C,Paid,2.1
3692263,3729504,G,Paid,2.1149625
3718417,3756961,G,Paid,2.119728
3889424,3934943,G,Paid,2.1331335
3880785,3925915,G,Paid,2.1450675
3841999,3885380,G,Paid,2.154393
3797111,3838621,D,Paid,2.2
3837228,3880326,D,Paid,2.2
3725853,3764608,E,Paid,2.2
3828281,3870948,E,Paid,2.2
3762790,3802892,D,Paid,2.28
3711151,3749382,D,Paid,2.28
58155241,81842548,D,Paid,2.28
58638483,82427840,D,Paid,2.28
3802968,3844694,D,Paid,2.28
3869504,3914024,D,Paid,2.28
3790527,3831696,D,Paid,2.28
3810482,3852527,D,Paid,2.28
3850507,3894281,D,Paid,2.28
3859354,3903569,D,Paid,2.28
58194451,81900859,D,Paid,2.28
3705499,3743413,D,Paid,2.28
3783190,3824113,D,Paid,2.28
3780616,3821427,D,Paid,2.28
58286593,82012230,D,Paid,2.28
3611167,3644957,D,Paid,2.28
3818797,3861185,D,Paid,2.28
3718337,3756871,D,Paid,2.28
58391019,82147630,D,Paid,2.28
3623420,3657753,D,Paid,2.28
57842695,81449771,D,Paid,2.28
3742323,3781534,D,Paid,2.28
3798979,3840565,D,Paid,2.28
58395367,82140413,D,Paid,2.28
58101243,81770200,D,Paid,2.28
3619909,3654071,D,Paid,2.28
3783690,3824628,D,Paid,2.28
3870432,3914987,D,Paid,2.28
3685613,3722509,D,Paid,2.28
3787884,3828951,D,Paid,2.28
3782658,3823554,D,Paid,2.28
3867424,3911856,D,Paid,2.28
3778556,3819308,D,Paid,2.28
3635180,3670034,D,Paid,2.28
3864831,3909166,D,Paid,2.28
3778591,3819343,D,Paid,2.28
3829137,3871829,D,Paid,2.28
3880968,3926106,D,Paid,2.28
3778169,3818913,D,Paid,2.28
58610804,82382720,D,Paid,2.28
3780817,3821632,D,Paid,2.28
3939457,5492543,I,Paid,2.2982048
3797615,3839143,D,Paid,2.34
3868710,3913200,D,Paid,2.34
3695171,3732587,D,Paid,2.34
3907736,3953924,D,Paid,2.34
3848255,3891885,D,Paid,2.34
3770918,3811393,D,Paid,2.34
3784288,3825245,D,Paid,2.34
3879844,3924922,D,Paid,2.34
3939700,5746967,G,Paid,2.34109755
3967282,5779275,G,Paid,2.3698323
3872398,5411371,I,Paid,2.37030402
3927724,5729799,G,Paid,2.390004954
16592573,23441851,E,Paid,2.4
3674841,3711192,C,Paid,2.4
7619634,9856843,C,Paid,2.4
3622453,3656715,C,Paid,2.4
3686998,3723953,E,Paid,2.4
3869090,3913593,D,Paid,2.4
3638680,3673686,C,Paid,2.4
1293912,1627656,H,Paid,2.4
3674777,3711127,E,Paid,2.45
3761610,3801617,E,Paid,2.45
3897880,3943651,E,Paid,2.45
3847034,3890616,E,Paid,2.45
3756370,3796149,E,Paid,2.45
3776171,3816860,L,Paid,2.45
3832651,3875537,E,Paid,2.45
3691736,3728928,G,Paid,2.46745625
3679561,3716126,G,Paid,2.4687565
58068936,81728469,D,Paid,2.47
3765335,3805538,D,Paid,2.47
3684862,3721712,D,Paid,2.47
58133934,81807991,D,Paid,2.47
3678691,3715227,D,Paid,2.47
3712742,3751028,D,Paid,2.47
3767516,3807801,D,Paid,2.47
3692023,3729246,D,Paid,2.47
3872522,3917239,D,Paid,2.47
3583009,3615911,D,Paid,2.47
3854125,3898082,D,Paid,2.47
3905013,3951075,H,Paid,2.47
58355622,82067477,D,Paid,2.47
3776771,3817477,D,Paid,2.47
3797331,3838849,D,Paid,2.47
3770328,3810752,D,Paid,2.47
3750816,3790348,D,Paid,2.47
3613520,3647433,D,Paid,2.47
58255015,81959396,D,Paid,2.47
3836999,3880089,D,Paid,2.47
3688929,3725965,D,Paid,2.47
3631585,3666305,D,Paid,2.47
3871684,3916321,D,Paid,2.47
3699066,3736665,D,Paid,2.47
3751965,3791559,D,Paid,2.47
58549670,82309654,D,Paid,2.47
3636412,3671312,D,Paid,2.47
58489947,82247812,D,Paid,2.47
3867355,3911786,D,Paid,2.47
3757185,3797012,D,Paid,2.47
3659756,3695632,D,Paid,2.47
3714601,3752939,D,Paid,2.47
3837771,3880892,D,Paid,2.47
58068164,81754472,D,Paid,2.47
3688311,3725319,D,Paid,2.47
58396172,82117692,D,Paid,2.47
3640447,3675562,D,Paid,2.47
3777298,3818018,D,Paid,2.47
3711316,3749553,G,Paid,2.473016
3853342,3897276,G,Paid,2.4741255
3762631,3802713,G,Paid,2.48298225
3872176,3916866,G,Paid,2.4991295
3889190,3934697,D,Paid,2.5
3669918,3706070,D,Paid,2.5
3889678,3935206,D,Paid,2.5
3663599,3699576,D,Paid,2.5
3717424,3755890,D,Paid,2.5
3669962,3706115,D,Paid,2.5
3741045,3780197,D,Paid,2.5
3657873,3693683,D,Paid,2.5
58519794,82276907,D,Paid,2.5
3885497,3930839,D,Paid,2.5
3902399,3948332,D,Paid,2.5
3907233,3953398,D,Paid,2.5
3817070,3859362,D,Paid,2.5
3905099,3951163,D,Paid,2.5
3694379,3731752,D,Paid,2.5
3811420,3853498,D,Paid,2.5
3792307,3833638,H,Paid,2.5
3702949,3740745,D,Paid,2.5
3799041,3840627,D,Paid,2.5
3757742,3797588,D,Paid,2.5
3793037,3834414,D,Paid,2.5
3832300,3875167,B,Paid,2.5
3847539,3891142,D,Paid,2.5
3722717,3761403,D,Paid,2.5
3711748,3749994,D,Paid,2.5
3874079,3918877,D,Paid,2.5
3728900,3767731,D,Paid,2.5
3813578,3855735,D,Paid,2.5
3902144,3948065,D,Paid,2.5
3715005,3753361,D,Paid,2.5
3900426,3946272,F,Paid,2.5
3695541,3732968,D,Paid,2.5
57978756,81640945,D,Paid,2.5
3855478,3899478,D,Paid,2.5
58224697,81928314,D,Paid,2.5
3895063,3940799,D,Paid,2.5
3598686,3631968,D,Paid,2.5
3583945,3616859,D,Paid,2.5
3740904,3780051,D,Paid,2.5
3817669,3859987,D,Paid,2.5
3875497,3920336,D,Paid,2.5
3904450,3950486,D,Paid,2.5
3802699,3844411,D,Paid,2.5
3763637,3803770,D,Paid,2.5
3904520,3950559,D,Paid,2.5
58354407,82070489,D,Paid,2.5
3844908,3888408,D,Paid,2.5
3735046,3774046,D,Paid,2.5
3849110,3892784,D,Paid,2.5
3665723,3701732,D,Paid,2.5
3625347,3659748,D,Paid,2.5
3628814,3663377,D,Paid,2.5
3648336,3683814,D,Paid,2.5
3819533,3861969,D,Paid,2.5
58255922,81957926,D,Paid,2.5
3759704,3799633,D,Paid,2.5
3691935,3729147,D,Paid,2.5
3816255,3858505,D,Paid,2.5
3784135,3825087,G,Paid,2.51175225
16494461,23330292,E,Paid,2.6
3819050,3861459,E,Paid,2.6
3776884,3817592,D,Paid,2.66
57929100,81580657,D,Paid,2.66
3780355,3821162,D,Paid,2.66
3803340,3845082,D,Paid,2.66
3787100,3828147,D,Paid,2.66
3874937,3919759,D,Paid,2.66
3780242,3821046,D,Paid,2.66
3840596,3883855,D,Paid,2.66
3777764,3818493,D,Paid,2.66
57979568,81641646,D,Paid,2.66
3791320,3832563,D,Paid,2.66
58134206,81830312,D,Paid,2.66
3634933,3669784,D,Paid,2.66
3857660,3901783,D,Paid,2.66
58355346,82097785,D,Paid,2.66
3616847,3650898,D,Paid,2.66
58256551,81975329,D,Paid,2.66
3782149,3823024,D,Paid,2.66
58225307,81934229,D,Paid,2.66
57930283,81570032,D,Paid,2.66
58465898,82212075,D,Paid,2.66
58068936,81731287,D,Paid,2.66
58100072,81761744,D,Paid,2.66
57998489,81665253,D,Paid,2.66
3875068,3919895,D,Paid,2.66
3840595,3883854,D,Paid,2.66
3771089,3811582,D,Paid,2.66
3708727,3746826,D,Paid,2.66
3622898,3657191,D,Paid,2.66
3790096,3831245,D,Paid,2.66
58163696,81840778,D,Paid,2.66
3636256,3671148,D,Paid,2.66
3752288,3791895,D,Paid,2.66
3751757,3791335,D,Paid,2.66
3779171,3819929,C,Paid,2.7
3586305,3619268,C,Paid,2.7
3779122,3819880,C,Paid,2.7
3837952,3881078,D,Paid,2.73
3839738,3882960,D,Paid,2.73
3760882,3800855,D,Paid,2.73
3725950,3764711,D,Paid,2.73
3864604,3908934,D,Paid,2.73
3607280,3640909,D,Paid,2.73
3706238,3744184,D,Paid,2.73
3592021,3625174,I,Paid,2.73851472
3622895,3657188,G,Paid,2.772886
3708861,3746969,G,Paid,2.78405595
3628862,3663429,G,Paid,2.795758
3776584,3817287,B,Paid,2.8
3849385,3893069,E,Paid,2.8
3582715,3615614,J,Paid,2.8
3590000,3623073,E,Paid,2.8
3839626,3882838,C,Paid,2.8
3677012,3713464,G,Paid,2.821436
3677336,3713810,G,Paid,2.821436
3775677,3816350,G,Paid,2.839634
3846750,3890315,D,Paid,2.85
3649896,3685478,D,Paid,2.85
57930561,81569319,D,Paid,2.85
3881388,3926553,D,Paid,2.85
58354950,82068972,D,Paid,2.85
58519941,82279210,D,Paid,2.85
3858355,3902501,D,Paid,2.85
58286584,81999207,D,Paid,2.85
3752944,3792575,D,Paid,2.85
58354708,82078069,D,Paid,2.85
3679336,3715891,D,Paid,2.85
3818963,3861368,D,Paid,2.85
3696941,3734446,D,Paid,2.85
3690657,3727765,H,Paid,2.85
3876723,3921621,D,Paid,2.85
3786061,3827082,D,Paid,2.85
3779463,3820236,D,Paid,2.85
3743668,3782939,D,Paid,2.85
57930333,81560342,D,Paid,2.85
3834167,3877133,D,Paid,2.85
3708657,3746749,D,Paid,2.85
58579762,82350335,D,Paid,2.85
3641732,3676938,D,Paid,2.85
3803767,3845532,D,Paid,2.85
58520615,82275966,D,Paid,2.85
3678164,3714676,D,Paid,2.85
3749409,3788874,D,Paid,2.85
3639485,3674530,D,Paid,2.85
3770109,3810523,D,Paid,2.85
3841843,3885216,D,Paid,2.85
3787211,3828259,D,Paid,2.85
3730211,3769083,D,Paid,2.85
58102125,81765828,D,Paid,2.85
3627204,3661685,D,Paid,2.85
58164598,81861875,D,Paid,2.85
3842944,3886358,D,Paid,2.85
3855460,3899459,D,Paid,2.85
3818793,3861181,D,Paid,2.85
58355358,82092703,D,Paid,2.85
3695862,3733313,D,Paid,2.85
3708238,3746302,G,Paid,2.855442
3668265,3704337,E,Paid,2.9
3630539,3665184,E,Paid,2.94
16472758,23299310,E,Paid,2.94
3662144,3698105,E,Paid,2.94
3674947,3711309,E,Paid,2.94
3657283,3693074,E,Paid,2.94
3885324,3930662,E,Paid,2.94
3582051,3614941,E,Paid,2.94
3674376,3710699,E,Paid,2.94
3674849,3711201,G,Paid,2.9638518
3642965,3678207,G,Paid,2.9669283
58353758,82100484,D,Paid,2.97
58193467,81903545,D,Paid,2.97
58067448,81737008,D,Paid,2.97
58284834,82003916,D,Paid,2.97
58433575,82177965,D,Paid,2.97
58163204,81867650,D,Paid,2.97
57840704,81453737,D,Paid,2.97
58193547,81899036,D,Paid,2.97
58549073,82315716,D,Paid,2.97
58394390,82146281,D,Paid,2.97
58466109,82228504,D,Paid,2.97
58549012,82332317,D,Paid,2.97
57787344,81393950,D,Paid,2.97
58669644,82479409,D,Paid,2.97
58132686,81811280,D,Paid,2.97
58035873,81708578,D,Paid,2.97
58519207,82270412,D,Paid,2.97
58315509,82051300,D,Paid,2.97
58255263,81976775,D,Paid,2.97
58100387,81772782,D,Paid,2.97
58394520,82128895,D,Paid,2.97
57813204,81436756,D,Paid,2.97
58255299,81953337,D,Paid,2.97
57978640,81622727,D,Paid,2.97
58666025,82467970,D,Paid,2.97
58132650,81831171,D,Paid,2.97
58519123,82281025,D,Paid,2.97
58315450,82055637,D,Paid,2.97
57813390,81434962,D,Paid,2.97
58580145,82352252,D,Paid,2.97
58005742,81658605,D,Paid,2.97
58132679,81822035,D,Paid,2.97
58580055,82356041,D,Paid,2.97
58353758,82088786,D,Paid,2.97
57899868,81537213,D,Paid,2.97
58466136,82228552,D,Paid,2.97
58100519,81774357,D,Paid,2.97
58669674,82465812,D,Paid,2.97
58284821,82012511,D,Paid,2.97
58609755,82408601,D,Paid,2.97
58005799,81655743,D,Paid,2.97
58067706,81729740,D,Paid,2.97
58394517,82131447,D,Paid,2.97
58005709,81673000,D,Paid,2.97
58224506,81938262,D,Paid,2.97
58548985,82328577,D,Paid,2.97
58519239,82273762,D,Paid,2.97
58005672,81668712,D,Paid,2.97
58255293,81977249,D,Paid,2.97
57813227,81433277,D,Paid,2.97
58519213,82297162,D,Paid,2.97
58315495,82025392,D,Paid,2.97
58035899,81689068,D,Paid,2.97
58394482,82142457,D,Paid,2.97
58279611,81993329,D,Paid,2.97
58519125,82297247,D,Paid,2.97
57900028,81543780,D,Paid,2.97
58284727,82013293,D,Paid,2.97
58519264,82284049,D,Paid,2.97
58132679,81829344,D,Paid,2.97
58466075,82224840,D,Paid,2.97
58394407,82145124,D,Paid,2.97
57955554,81617452,D,Paid,2.97
57955611,81614750,D,Paid,2.97
58433475,82190305,D,Paid,2.97
58394532,82121255,D,Paid,2.97
58609811,82394926,D,Paid,2.97
58100287,81767962,D,Paid,2.97
58433568,82191637,D,Paid,2.97
58255336,81969804,D,Paid,2.97
57870750,81489927,D,Paid,2.97
58193617,81903707,D,Paid,2.97
58132700,81822676,D,Paid,2.97
57928899,81581089,D,Paid,2.97
58132836,81816369,D,Paid,2.97
58132700,81829669,D,Paid,2.97
58549046,82321783,D,Paid,2.97
58284748,82000436,D,Paid,2.97
58394396,82146462,D,Paid,2.97
57813221,81429989,D,Paid,2.97
58315462,82047657,D,Paid,2.97
58193507,81899148,D,Paid,2.97
58466109,82223657,D,Paid,2.97
58669758,82468216,D,Paid,2.97
58005672,81660014,D,Paid,2.97
57900028,81537264,D,Paid,2.97
58132659,81829631,D,Paid,2.97
57900031,81530072,D,Paid,2.97
58315462,82024558,D,Paid,2.97
58255221,81967800,D,Paid,2.97
58224506,81928090,D,Paid,2.97
58035899,81710517,D,Paid,2.97
58609665,82401148,D,Paid,2.97
58284824,82012863,D,Paid,2.97
58669728,82479309,D,Paid,2.97
58284708,81999869,D,Paid,2.97
58433491,82193849,D,Paid,2.97
58224513,81935472,D,Paid,2.97
57899862,81546295,D,Paid,2.97
58284637,82003644,D,Paid,2.97
58488436,82261226,D,Paid,2.97
58005813,81652360,D,Paid,2.97
57870903,81497066,D,Paid,2.97
58433561,82188369,D,Paid,2.97
58353763,82087471,D,Paid,2.97
58609754,82409950,D,Paid,2.97
58466106,82217747,D,Paid,2.97
58519271,82297207,D,Paid,2.97
58315346,82053668,D,Paid,2.97
58067507,81746720,D,Paid,2.97
58193466,81902328,D,Paid,2.97
58433510,82194325,D,Paid,2.97
57955749,81600197,D,Paid,2.97
57900026,81542355,D,Paid,2.97
3795718,3837182,G,Paid,2.9757168
3850722,3894510,G,Paid,2.9830731
3850025,3893739,G,Paid,2.9830731
3718287,3756817,F,Paid,3
3738525,3777581,K,Paid,3
8759309,10980733,F,Paid,3
3743604,3782874,F,Paid,3
3699101,3736701,F,Paid,3
3883532,3928833,D,Paid,3
8744263,10961547,F,Paid,3
3881126,3926276,D,Paid,3
58133413,81834831,D,Paid,3
3610971,3644750,F,Paid,3
3597078,3630341,D,Paid,3
8801435,11031711,F,Paid,3
3699171,3736775,F,Paid,3
3838122,3881254,F,Paid,3
3783948,3824895,F,Paid,3
3884961,3930285,D,Paid,3
58398346,82140391,D,Paid,3
3589990,3623063,D,Paid,3
3622676,3656953,F,Paid,3
3870597,3915158,D,Paid,3
3702312,3740066,D,Paid,3
8698802,10906621,F,Paid,3
3841796,3885163,F,Paid,3
3582798,3615699,F,Paid,3
3833987,3876944,F,Paid,3
3688139,3725130,D,Paid,3
3603477,3636945,F,Paid,3
3673059,3709337,D,Paid,3
3737138,3776163,D,Paid,3
8737551,10950408,F,Paid,3
3724575,3763297,K,Paid,3
3816105,3858347,D,Paid,3
8737551,10952256,F,Paid,3
3716478,3754900,F,Paid,3
8770995,10992462,F,Paid,3
3886611,3932000,E,Paid,3
8787599,11013371,F,Paid,3
8737492,10950364,F,Paid,3
1293912,1627933,H,Paid,3
57903127,81537220,D,Paid,3
3707190,3745180,K,Paid,3
3724575,3763296,K,Paid,3
3644142,3679438,D,Paid,3
8737551,10952807,F,Paid,3
58672654,82465248,D,Paid,3
3730910,3769799,F,Paid,3
3779264,3820028,F,Paid,3
3664229,3700211,D,Paid,3
3684852,3721702,D,Paid,3
3869312,3913827,F,Paid,3
3726184,3764955,D,Paid,3
3665423,3701423,D,Paid,3
3874543,3919352,D,Paid,3
3858069,3902206,F,Paid,3
3739084,3778153,F,Paid,3
1620620,1984059,L,Paid,3
3669217,3705335,D,Paid,3
3652125,3687770,F,Paid,3
3827775,3870419,D,Paid,3
3817697,3860017,D,Paid,3
3888032,3933482,D,Paid,3
3636178,3671069,D,Paid,3
3730327,3769201,F,Paid,3
8790771,11019120,F,Paid,3
3613617,3647533,D,Paid,3
3708067,3746115,F,Paid,3
57981007,81622385,D,Paid,3
8790776,11019148,F,Paid,3
3664677,3700666,F,Paid,3
3811973,3854073,F,Paid,3
3671189,3707405,F,Paid,3
3717713,3756197,F,Paid,3
3625418,3659824,D,Paid,3
3655653,3691385,F,Paid,3
3764971,3805162,D,Paid,3
8737426,10952489,F,Paid,3
8775860,11000735,F,Paid,3
3802371,3844076,D,Paid,3
8744263,10961045,F,Paid,3
58599318,82388705,D,Paid,3
3802910,3844633,D,Paid,3
3729178,3768020,K,Paid,3
8712167,10920508,F,Paid,3
3753542,3793208,F,Paid,3
3791659,3832943,K,Paid,3
8719608,10930957,F,Paid,3
8767116,10989844,F,Paid,3
8744263,10958775,F,Paid,3
8748579,10964542,F,Paid,3
3711549,3749789,D,Paid,3
58468601,82218428,D,Paid,3
3656003,3691745,D,Paid,3
3704400,3742254,D,Paid,3
3869701,3914228,D,Paid,3
3870312,3914863,F,Paid,3
58354384,82083963,D,Paid,3
3754449,3794154,K,Paid,3
8775826,10999133,F,Paid,3
8712279,10922929,F,Paid,3
3718815,3757393,F,Paid,3
8767377,10987640,F,Paid,3
58005888,81661459,D,Paid,3
3724652,3763375,D,Paid,3
3901249,3947130,D,Paid,3
3903439,3949421,H,Paid,3
3798196,3839748,D,Paid,3
3857598,3901717,D,Paid,3
3627402,3661894,F,Paid,3
3691774,3728969,C,Paid,3
8763739,10984093,F,Paid,3
57787473,81402480,D,Paid,3
8711844,10919274,F,Paid,3
8744179,10959833,F,Paid,3
3591468,3624601,C,Paid,3
58549714,82330036,D,Paid,3
8715318,10925494,F,Paid,3
3582731,3615630,F,Paid,3
3611015,3644794,B,Paid,3
3857528,3901640,F,Paid,3
3681543,3718188,F,Paid,3
3841058,3884358,F,Paid,3
3639906,3674973,F,Paid,3
3681975,3718638,K,Paid,3
3763880,3804016,F,Paid,3
8711844,10919530,F,Paid,3
58166463,81871084,D,Paid,3
3878925,3923955,D,Paid,3
3585912,3618863,F,Paid,3
3582669,3615568,F,Paid,3
3596071,3629323,B,Paid,3
3628368,3662909,F,Paid,3
3668136,3704207,F,Paid,3
3726708,3765486,F,Paid,3
3817351,3859653,D,Paid,3
3582767,3615667,F,Paid,3
3678099,3714610,F,Paid,3
3754074,3793757,F,Paid,3
3799334,3840930,D,Paid,3
3586774,3619751,K,Paid,3
3682224,3718905,F,Paid,3
58258536,81951499,D,Paid,3
3602292,3635711,F,Paid,3
8763739,10984491,F,Paid,3
3648772,3684274,F,Paid,3
3643223,3678483,D,Paid,3
3827450,3870086,D,Paid,3
3616763,3650811,D,Paid,3
3621064,3655272,D,Paid,3
3880190,3925285,D,Paid,3
3689301,3726350,D,Paid,3
58103912,81776917,D,Paid,3
8787521,11014792,F,Paid,3
8723147,10936189,F,Paid,3
3771173,3811673,F,Paid,3
3602783,3636221,G,Paid,3.032160975
3784261,3825217,D,Paid,3.04
3756306,3796084,D,Paid,3.04
3683722,3720510,D,Paid,3.04
3718290,3756820,D,Paid,3.04
58581626,82349068,D,Paid,3.04
3647655,3683102,D,Paid,3.04
3887620,3933049,D,Paid,3.04
3764145,3804295,D,Paid,3.04
58391019,82139970,D,Paid,3.04
3695640,3733076,D,Paid,3.04
58355558,82080911,D,Paid,3.04
3602518,3635947,D,Paid,3.04
3766923,3807181,D,Paid,3.04
3758771,3798650,D,Paid,3.04
3640924,3676091,D,Paid,3.04
57842700,81445327,D,Paid,3.04
3634036,3668866,D,Paid,3.04
58579894,82350509,D,Paid,3.04
3691239,3728384,D,Paid,3.04
3678445,3714966,D,Paid,3.04
3803510,3845263,D,Paid,3.04
3787241,3828289,D,Paid,3.04
3901952,3947869,D,Paid,3.04
57929583,81557962,D,Paid,3.04
57928700,81579508,D,Paid,3.04
3802204,3843905,H,Paid,3.04
58355525,82066455,D,Paid,3.04
58102484,81777329,D,Paid,3.04
3758148,3798012,D,Paid,3.04
58394187,82121644,D,Paid,3.04
3696813,3734309,D,Paid,3.04
3682132,3718809,D,Paid,3.04
3761101,3801087,D,Paid,3.04
58069274,81743915,D,Paid,3.04
3850302,3894045,D,Paid,3.04
3709637,3747808,D,Paid,3.04
58069222,81725683,D,Paid,3.04
3788159,3829232,D,Paid,3.04
3610360,3644110,D,Paid,3.04
3651996,3687641,K,Paid,3.1
3845780,3889311,D,Paid,3.12
3685966,3722891,D,Paid,3.12
3856015,3900048,D,Paid,3.12
3845514,3889033,D,Paid,3.12
3698291,3735859,D,Paid,3.12
3679399,3715955,D,Paid,3.12
3700449,3738129,G,Paid,3.1654575
3697214,3734730,G,Paid,3.1654575
3750432,3789945,G,Paid,3.17383425
3799812,3841434,G,Paid,3.188268
3794403,3835818,G,Paid,3.188268
3761864,3801889,G,Paid,3.19240575
3631560,3666280,I,Paid,3.19286408
16459212,23287406,E,Paid,3.2
16494461,23330210,E,Paid,3.2
3815035,3857241,J,Paid,3.2
3729178,3768019,K,Paid,3.2
3903340,3949320,G,Paid,3.20491125
3782857,3823770,G,Paid,3.22939575
58164886,81864231,D,Paid,3.23
3768077,3808389,D,Paid,3.23
57872810,81513477,D,Paid,3.23
3701806,3739541,D,Paid,3.23
3797757,3839291,D,Paid,3.23
3746083,3785429,D,Paid,3.23
3683139,3719890,D,Paid,3.23
58353602,82065109,D,Paid,3.23
58518974,82276766,D,Paid,3.23
57956482,81608070,D,Paid,3.23
58100236,81781468,D,Paid,3.23
58606141,82387074,D,Paid,3.23
3761172,3801162,D,Paid,3.23
58394271,82119606,D,Paid,3.23
3749404,3788869,D,Paid,3.23
3694100,3731456,D,Paid,3.23
3705741,3743670,D,Paid,3.23
58395873,82147657,D,Paid,3.23
3689630,3726688,D,Paid,3.23
58355469,82092906,D,Paid,3.23
3908550,3954779,D,Paid,3.23
3799979,3841606,D,Paid,3.23
3692658,3729939,D,Paid,3.23
3870551,3915112,D,Paid,3.23
3739259,3778330,C,Paid,3.3
3625481,3659893,G,Paid,3.3549096
3636862,3671783,G,Paid,3.3555336
3699162,3736766,G,Paid,3.376488
3853830,3897781,G,Paid,3.3930864
3796391,3837875,E,Paid,3.4
3754384,3794085,E,Paid,3.4
3876660,3921548,E,Paid,3.4
3829776,3872496,G,Paid,3.4091688
58354924,82074095,D,Paid,3.42
3754378,3794079,D,Paid,3.42
3683492,3720265,D,Paid,3.42
57929583,81576317,D,Paid,3.42
3901963,3947880,D,Paid,3.42
3845660,3889184,D,Paid,3.42
58257100,81975162,D,Paid,3.42
3690684,3727796,D,Paid,3.42
3592615,3625800,D,Paid,3.42
3798909,3840493,D,Paid,3.42
3701877,3739614,D,Paid,3.42
3702982,3740781,D,Paid,3.42
3709094,3747224,D,Paid,3.42
3801421,3843101,D,Paid,3.42
57956965,81593316,D,Paid,3.42
58434305,82193670,D,Paid,3.42
3835019,3878026,D,Paid,3.42
3718974,3757571,D,Paid,3.42
3780555,3821366,D,Paid,3.42
3799125,3840716,D,Paid,3.42
3586636,3619606,D,Paid,3.42
3791064,3832279,D,Paid,3.42
3630874,3665540,D,Paid,3.42
3871763,3916407,E,Paid,3.43
3753105,3792743,E,Paid,3.43
3761857,3801881,E,Paid,3.43
3763540,3803672,E,Paid,3.43
3809063,3851082,E,Paid,3.43
3784314,3825273,E,Paid,3.43
3623178,3657494,G,Paid,3.4661075
3623442,3657775,G,Paid,3.4661075
3903504,3949494,E,Paid,3.48
3602369,3635792,G,Paid,3.4852425
3602386,3635812,G,Paid,3.4852425
3883975,5680109,G,Paid,3.4861775
3626451,3660903,G,Paid,3.4946975
